Company Name,Ticker,% Ratio of Q1/Q0,% Change Q1 Est. (4 weeks),% Change F1 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),Previous EPS Surprise (%),Last EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,% Change Q2 Est. (4 weeks),% Change Q0 Est. (4 weeks),F1 Consensus Est.,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,St. Dev. Q1 / Q1 Consensus,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q2 / Q2 Consensus,F0 Consensus Est.,Last Reported Fiscal Yr ,12 Mo Trailing EPS,% Rating Strong Buy or Buy,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Beta,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),% Price Change (YTD),Relative Price Change,Avg Volume,Market Cap ,Last Close,Average Target Price,% Rating Downgrades ,Earnings ESP (Expected Surprise Prediction),Current Avg Broker Rec,% Rating Strong Sell or Sell,% Rating Change - 4 Weeks,Industry Rank (of ABR),Rank in Industry (of ABR),Change in Avg Rec ,# Rating Upgrades,# Rating Downgrades ,% Rating Hold,% Rating Upgrades ,Shares Outstanding ,Debt/Total Capital,Inventory ,Receivables ,Current Liabilities ,Asset Utilization,Inventory Turnover,Turnover,Operating Margin 12 Mo,Net Margin,Dividend ,5 Yr Hist. Div. Growth %,5 Yr Div. Yield %,Intangibles,Current Assets ,Q(1) Consensus Sales Est. (Mil.),Debt/Equity Ratio,Current Ratio,Quick Ratio,Cash Ratio,Long Term Debt ,Preferred Equity,Sales Growth F(0)/F(-1),Common Equity,F(1) Consensus Sales Est. (Mil.),Book Value,Div. Yield %,Annual Sales,Current ROE (TTM),Price/Sales,Price/Book,Price/Cash Flow,P/E (F2),PEG Ratio,P/E (F1),P/E (Trailing 12 Months),5 Yr Historical Sales Growth,St. Dev. F1 / F1 Consensus,F2 Consensus Est.,Current ROI (TTM),ROI (5 Yr Avg),Current ROA (TTM),Cost of Goods Sold,EBITDA ,EBIT ,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,Pretax Income ,Market Value/# Analysts,ROA (5 Yr Avg),% Ratio of Q1/prior Yr Q1 Actual Q(-3),Exchange,# of Analysts in Q0 Consensus,
CITY HLDGS CO,CHCO,97.19,-5.18,-2.28,-3.46,,10.26,0,7.68,.8,.8,20140601,3.32,-6.02,0,3.21,-3.16,19,27.3,,7,.8,.78,.03,.78,.04,3.26,20131231,3.4,0,49.21,40.4,13.17,1.2,-.22,-7.09,-.95,-10.3,-13.84,39788.9,652.53,41.56,46,0,0,3,0,0,148,56,0,0,0,100,0,15.7,3.9858,0,2592.47998,2922.92993,.05751,,.07592,27.81,.25,1.46,2.60409,4,75.13999,2678.3601,43.56499,.04,.92,.92,.02938,16.48999,0,17.36,387.61999,175.41999,25.3,3.85,196.54,13.9,3.35,1.64,14.01,12.95,,12.93,12.22,1.55,.02468,3.21,13.34,12.52299,1.6,12.35,68.9,74.43,47.50284,27.3,23.80585,46.66199,48.20999,73.48999,163.13339,1.50269,88.35,NSDQ,4,
CHURCHILL DOWNS,CHDN,12.46,-4.76,-.82,4.3,0,-300,-5.59,-83.53,3.21,3.21,20140601,3.57,19.05,-.73,3.87,8.46,6.89,.79,12,37.91,3.4,.4,.46,.13,1.75,3.61,20131231,3.78,60,95.84,80.01,70.18,.99,5.34,2.04,7.04,1.64,-1.78,61549.5,1627.13,91.12,99.33,0,-32.5,1.8,0,0,88,15,0,0,0,40,0,17.86,34.215,0,58.97,213.19999,.61181,,17.37199,8.25,.07,.87,14.24899,1.14,498.76,160.71,192.19999,.52,.7,.75,.4772,369.19,0,6.41,704.78002,850.5,39.71,.95,779.33,9.51,1.99,2.29,13.02,21.7,1.96,23.53,24.11,15.04,.09765,4.2,6.33,6.15969,5.05,606.15002,153.47999,91.73,-8.34584,.79,-5.78343,125.83399,54.9,85.5,325.42596,4.5099,78.43,NSDQ,2,
CHEFS WAREHOUSE,CHEF,96.29,1.96,-2.49,-4.03,0,-20,-14.29,-6.07,.18,.18,20140601,.81,9.38,0,.65,-19.34,6.58,-7.98,11.5,1289.31,.21,.17,.09,.23,.02,.8,20131231,.69,25,29.48,16.74,0,2.13,-4.72,-8.02,-5.9,-42.59,-44.1,131076.55,419.22,16.74,19,0,0,2.5,0,0,115,31,0,0,0,75,0,25.04,51.30699,64.70999,76.41,62.59,2.213,9.0403,10.538,2.13,.03,0,,0,135.47,180.08999,202.14799,1.01,2.9,1.84,.62262,140.83999,0,40.24,132.05999,841.44799,5.3,0,673.54,12.28,.55,3.16,16.19,21.1,2.23,25.62,24.26,28.69,.02338,.79,5.99,.38587,4.67,501.17999,44.52,36.56,9.32121,-7.98,17.09165,25.868,16.98999,28.79,139.73992,2.9075,82.54,NSDQ,3,
CHEMICAL FINL,CHFC,82.1,-6.34,1.46,3.63,,-4.17,10.2,3.55,.54,.54,20140601,2,1.28,0,1.97,-1.34,8.11,13.82,,43.94,.49,.44,.18,.53,.05,2,20131231,2.01,0,33.15,26.91,12.02,1.37,.22,.25,.91,-12.66,-16.26,122299.05,895.6,27.66,32,0,0,3,0,0,208,28,0,0,0,100,0,32.38,0,5.21,4701.33007,5488.20019,.04334,2.654,.05698,21.92,.21,.87,-1.2147,3.83,133.58,5017.33007,70.69999,0,.94,.91,.05662,0,0,4.51,696.5,279.45001,24.51,3.33,274.47,8.28,3.3,1.13,11.25,12.11,,14.02,13.76,3.42,.05418,2.28,8.28,6.077,.95,16.87999,98.02999,81.62999,10.64047,13.82,11.37254,73.208,56.79999,81.09999,298.53439,.69997,83.65,NSDQ,3,
CHEROKEE INC,CHKE,,0,0,0,,,79.17,,.43,.43,20140401,.86,0,0,.99,15.12,6.17,25.55,,-9.74,.25,.21,,.1,,,20140131,1.04,100,18.43,11.87,100,.97,9.77,21.41,37.13,33.55,27.87,25551.2,154.89,18.43,20.5,0,,1,0,0,105,1,0,0,0,0,0,8.4,52.29999,0,6.3,9.77999,.67703,,4.16529,28.47,.21,.4,-35.11001,5.81,40.68,10.47,8.213,,1.18,1.07,.42638,25.13999,0,7.74,17.88999,33.782,2.53,1.09,28.61,47.7,5.07,7.29,18.07,18.62,,18.62,17.72,-3.12,,.99,24.24,40.29399,19.27,0,11.32999,9.98999,,25.55,-11.12738,8.574,6.07,9.47,154.88572,29.12899,95.45,NSDQ,1,
CHECK PT SOFTW,CHKP,102.78,.54,.51,.63,-.47,0,1.25,1.79,.81,.81,20140601,3.21,-.53,0,3.38,5.14,8.08,6.59,8.52,13.37,.8,.83,.01,.94,.01,3.18,20131231,3.31,64.71,69.24,55.5,74.96,.99,-3.05,1.53,2.49,2.02,-1.78,1109673.38,12553.98,65.8,71.5,0,1.2,1.76,0,-4.78,32,38,0,0,0,35.29,0,190.79,0,0,379.64001,986.84997,.29839,,5.16739,45.2,.47,0,,0,744.05999,1600.31005,365.82501,0,1.88,1.62,1.23693,0,0,3.83,3602.09008,1479.66796,18.98,0,1394.1,18.1,8.74,3.47,19.91,17.81,2.29,19.5,19.88,10.41,.01095,3.69,18.1,18.957,13.49,162.02,804.36999,795.83001,5.38013,6.59,5.29032,649.21301,652.79998,795.83001,3138.4956,14.29699,104.06,NSDQ,4,
CHARM COMM-ADR,CHRM,,,,,,-300,-50,-218.75,.07,.07,20131201,.03,,,,,130,,,,.11,,,,,.22,20131231,.04,,4.7,3.91,74.68,1.19,.45,.67,5.39,5.02,1.21,59808.25,183.15,4.5,,,,,,,,,,,,,,40.7,0,0,120.77999,147.05999,.53826,,1.7101,.58,.01,.47999,,3.97,6.01999,351.66,,,2.39,2.39,1.56997,0,0,11.06,222.83999,,5.49,0,183.8,.49,1,.82,46.33,,,,112.5,,,,.49,14.189,.31,125.58,5.67999,2.80999,,,156.68016,3.94,1.39999,2.80999,,8.24289,,NSDQ,1,
CH ROBINSON WWD,CHRW,99.9,4.82,3.37,4.83,0,1.61,3.9,-2.2,.8,.8,20140601,2.65,4.58,.51,2.96,11.67,-3.99,-29.84,11,6.16,.77,.8,.04,.74,.06,2.72,20131231,2.74,12.5,68.53,50.54,93.66,.52,-.1,6.2,14.51,15.49,10.6,2070813.63,10002.7,67.39,64.6,0,0,3.04,18.75,5.8,153,14,-.19,0,0,68.75,0,148.43,33.11,0,1449.57995,1269.97998,4.48699,,8.2923,3.14,.03,1.39999,9.45969,1.97,946.53997,1664.47998,3467.92407,.5,1.33,1.31,.16921,500,0,12.26,939.71997,13446.93261,6.81,2.08,12752.08,42.09,.76,9.9,21.61,20.4,2.07,22.77,24.59,12.52,.02495,3.3,27.87,32.22299,14.11,10915.98046,730.23999,673.35998,-31.33588,-29.84,-29.95959,472.78399,415.89999,673.35998,714.47839,18.343,115.83,NSDQ,13,
CHARTER COMM-A,CHTR,8.33,-125.52,-291.96,-3.05,,-333.33,-625,-333.63,-.42,-.42,20140601,-1.7,-30.5,83.64,-.55,67.9,44.26,57.36,,,.08,-.04,-8.88,.28,1.57,-1.86,20131231,-1.14,37.5,164.15,117.83,73.86,.61,-1.61,-6.66,11.05,11.17,7.16,1051836.25,16448.45,152.04,172.38,0,0,2.25,0,-12.5,19,8,0,0,0,62.5,0,108.18,99.15799,0,234,1467,.50436,,37.215,-1.34,-.02,0,,0,8575,322,2285.31298,117.81,.21,.22,.05998,14181,0,8.68,151,9073.60351,1.1,0,8155,-102.18,1.88,138.22,9.42,55.84,,,,4.94,-1.31684,2.72,-.82,54.65499,-.68,5345,2651,797,34.92063,57.36,44.40789,1681,-169,-49,2349.77807,14.409,5.15,NSDQ,7,
CHUYS HOLDINGS,CHUY,99.32,-7.01,-4.8,-4.09,0,-5.88,-4.55,-2.61,.20999,.21,20140601,.69,-1.47,-.64,.76,10.77,15,24.05,25,,.22,.21,.05,.19,.06,.69,20131231,.69,28.57,43.14,26.01,10.57,1.56,-2.9,-10.46,-10.11,-22.77,-25.59,328137.81,457.25,27.82,32.67,0,0,2.43,0,10.53,152,42,-.29,0,0,71.43,0,16.44,6.8871,.69999,2.55999,15.93999,1.4419,84.691,55.16199,5.43,.05,0,,,45.95999,10.42,64.51699,,.65,.61,.44918,6,0,18.37,104.48,245.02299,6.6,0,204.36,10.96,2.05,4.21,23.79,29.64,1.46,36.4,40.32,,.00699,.94,10.85,,7.54,55.88999,23.02,15.35999,83.81253,24.05,102.93579,19.15699,11.06,15.26,65.32136,,122.69,NSDQ,7,
CHYRONHEGO CORP,CHYR,,0,0,0,,125,-300,12.92,-.02,-.02,20140301,.07,0,0,.06,-14.29,143.75,54.35,,,.01,.03,0,.04,0,-.26,20131231,.02,100,3.09,1.47,38.88,.65,2.94,6.06,.96,-.95,-8.68,18570.2,74.64,2.0999,4,0,,1.5,0,0,189,1,0,0,0,0,0,35.54,3.6398,2.80999,7.78,17.14999,1.0503,6.7189,5.63339,.37,-.17,0,,0,27.90999,18.37999,15.69999,,1.12,.91,.45422,.76999,0,56.86,15.46,59,.64,0,47.41,1.09,1.44,3.26,14.01,15,,35,105,11.43,.4714,.14,1.04,-11.429,.39,16.29,-4.76001,-7.67001,,54.35,64.88789,4.61,-7.83,-7.93,37.31941,-7.5575,75,NSDQ,2,
CINEDIGM CORP,CIDM,,0,50,0,,9.09,37.5,-14.65,-.01,-.01,20140301,-.25,0,0,-.02,92,-66.67,.85,,,-.05,-.02,-1.41,.02,0,-.4,20140331,-.31,100,3.19,1.39,44.44,1.9,-3.52,-4.78,-6.41,8.42,3.98,288978.66,164.23,2.19,4.17,0,,1,0,0,39,4,0,0,0,0,0,74.99,94.98999,3.16,62,129.47,.35278,36.608,1.92599,-14.37,-.25,0,,0,63.13,124.47,34.24499,,.96,.94,.45809,193.77,3.54999,18.45,6.67,139.837,.09,0,104.33,,1.54,24.62,5.18,15.64,,,,4.37,-3.04141,.14,-8.37,-7.4831,-5.07,28.92,51.45999,5.78999,,.85,-22.79203,31.70999,-25.86001,-13.96001,54.74197,-5.5941,13.33,NSDQ,2,
CIMATRON LTD,CIMT,,0,0,0,0,,-22.22,,.07,.07,20140301,.49,0,0,.52,6.12,4.26,40.96,10,60.26,.14,.12,,.18,,,20131231,.48,100,10.61,5.58,10.74,.92,7.75,-1.77,-5.41,-32.23,-35.15,75566,65.86,6.12,10,0,,1,0,0,32,10,0,0,0,0,0,10.76,0,.20999,9.05,10.63,1.23679,114.286,6.6767,10.76,.11,.43,,4.02,9.97999,22.31999,10.81,,1.92,2.08,1.22859,0,0,4.57,21.70999,46.75999,2.09,0,44.25,25.74,1.46,2.93,10.61,10.55,1.18,11.77,12.75,7.17,,.58,25.74,21.305,13.31,5.82,6.46,5.42,,40.96,31.16531,5.91699,4.84,5.42,65.85731,10.145,92.31,NSDQ,1,
CINCINNATI FINL,CINF,113.04,-.95,-1.35,.92,,-14.55,9.52,6.65,.46,.46,20140601,2.8,-1.94,-9.68,2.2,-21.43,16.67,-24.52,,20.28,.42,.52,.19,.76,.13,2.79,20131231,2.35,0,52.95,45.21,21.83,.79,1.91,-1.76,-3.12,-10.44,-14.39,669649.5,7669.04,46.9,47.33,0,-13.46,3,0,0,206,48,0,0,0,100,0,163.52,12.18299,0,2099,8677,.26526,,2.19989,8.19,.11,1.65499,1.88119,4.74,0,2532,,.14,.29,.29,.0499,939,0,10.22,6070,,38.79,3.75,4531,6.34,1.62,1.21,14.98,17.15,,21.32,19.96,4.18,0,2.73,5.51,4.83559,2.17,3748,818,768,-7.15747,-24.52,22.80285,513,517,714,3834.5205,1.8636,74.29,NSDQ,2,
CNINSURE IN-ADR,CISG,,0,0,0,,-20,55.56,,.14,.14,20140301,.32,0,0,.44,37.5,-21.95,25.81,,-26.27,.1,.13,,.07,,.34,20131231,.38,100,9.38,4.8,38.86,1.17,-1.35,3.79,4.61,8.94,4.17,56560.3,328.62,6.58,9,0,,1.5,0,0,154,5,0,0,0,0,0,49.94,0,0,32.95999,49.43999,.52179,,6.3536,6.52,.06,0,,.42,17.78,518.30999,,,9.55,10.48,9.81694,0,0,14.48,519.79998,2020.57995,10.32,0,291.46,3.8,1.1,.64,14.15,10.79,,14.95,17.32,13.73,,.61,3.8,8.99839,3.4,213.64999,25.01,17.59,,25.81,-17.53247,23.21899,16.51,17.59,328.62493,8.0516,185.71,NSDQ,1,
CARMIKE CINEMA,CKEC,144.12,-20.54,-20.98,-9.79,0,-300,-51.43,-100.25,.17,.17,20140601,.61,-7.69,-20.83,.71,15.85,-47.41,-94.7,11,77.62,.35,.25,.53,.32,.19,.62,20131231,.45,88.89,36.06,16.95,87.86,1.79,7.32,-1.03,4.82,21.19,16.16,191538.66,776.46,33.74,37.25,0,-19.05,1.22,0,15.38,64,4,0,0,0,11.11,0,23.01,64.85099,3.69,8.51,92.76999,.83174,144.90499,80.88099,1.96,.01,0,,0,75.33,174.89999,182.966,1.8,1.78,1.85,1.75379,448.36999,0,17.71,245.80999,709.52301,10.49,0,634.84,4.18,1.14,3.22,13.89,27.81,4.34,47.75,74.98,4.98,.39881,1.21,1.98,1.3715,1.22,499.73999,103.51999,59.54,-90.4085,-94.7,-94.02908,55.955,5.75,10,129.40977,1.06389,153.13,NSDQ,6,
CLICKSOFTWARE,CKSW,0,100,,-10.53,0,-25,-100,-281.25,-.06,-.06,20140601,-.13,-27.78,0,-.04,73.08,-154.17,-241.74,17.5,-16.44,-.03,0,,.06,.54,-.26,20131231,-.17,100,10.68,5.84,44.01,1.4,5.28,-.75,-7.65,6.27,.67,126553.85,262.4,7.97,13.33,0,,1,0,0,16,3,0,0,0,0,0,32.92,.28637,0,26.88999,31.12,1.1674,,4.1915,-4.7,-.04,.20999,,1.82,1.57,85.56999,33.59999,0,2.2,2.75,1.8856,0,0,3.13,56.90999,130.64999,1.69,0,103.18,-9.68,2.29,4.71,,93.76,,,,14.74,-.60609,.09,-9.66,25.95499,-5.49,44.29999,-2.04,-5.08,-190.20664,-241.74,-155.61498,-1.27401,-4.16,-5.08,131.19815,17.12199,0,NSDQ,2,
CELLADON CORP,CLDN,109.21,0,0,0,,-31.82,2.56,,-.38,-.38,20140601,-27.09,0,0,-1.84,93.23,-37.23,-72.72,,,-.39,-.42,-.05,-.43,-.07,-3.48,20131231,-15.09,100,16.32,7.5,38.55,,-11.74,-24.57,13.31,,,110562.75,201.65,10.9,16.5,0,,1,0,0,12,35,0,0,0,0,0,18.5,0,0,0,6.55999,,,,,,0,,,0,18.54999,,,14.7,2.83,2.82774,0,65.54,,-50.99001,,3.09,0,,,,3.53,,,,,,,-.03469,-1.48,-78.11,,-73.59,0,-19.72,-20.04001,-43.37605,-72.72,-27.2438,-23.636,-19.99,-20.09001,100.82499,,6.73,NSDQ,2,
CELLDEX THERAPT,CLDX,98.75,0,0,0,,-26.92,-3.23,-10.65,-.32,-.32,20140601,-1.02,0,0,-1.32,-29.74,-.99,-51.62,,,-.31,-.32,-.18,-.32,-.16,-1.01,20131231,-1.21,100,37.83,11.09,12.42,2.55,10.08,2.05,2.78,-40.48,-44.43,1969607,1287.65,14.41,36.67,0,3.03,1,0,0,12,4,0,0,0,0,0,89.36,0,0,.47999,20.35,.0081,,5.031,-4454.38,-19.84,0,,0,31.78,305.17999,.33199,,14.19,15,14.97297,0,0,-63.3,319.79,1.422,3.27,0,4.11,-40.36,493.73,4.41,,,,,,-26.19,-.13541,-1.46,-39.82,-70.57,-36.63,2.32999,-79.06,-80.63,-49.54322,-51.62,-37.9398,-79.98001,-81.55001,-81.55001,214.60813,-38.267,108.97,NSDQ,5,
CALAMOS ASSET-A,CLMS,61.36,-3.57,7.92,-3.54,0,66.67,69.23,67.08,.21999,.22,20140601,.92,0,0,.55,-40.76,-24.59,31.26,10,5.1,.13,.14,.05,.14,,.52,20131231,.87,0,13.84,9.5,64.98,1.72,3.88,-8.33,.57,4.05,.72,133917.5,252.95,12.32,9.88,0,-7.14,3.5,50,0,135,52,0,0,0,50,0,20.53,10.833,506.27999,22.11,89.29,.41631,0,11.713,6.69,.07,.5,18.284,3.29,6.38,582.72998,,.1,7.7,.86,.60857,45.95,0,-17.62,490.92999,,21.34,4.06,269.13,3.69,.98,.58,9.72,22.61,2.26,22.61,14.16,-2.13,.03892,.55,3.29,3.55749,2.73,0,120.58,113.31999,21.86696,31.26,2.36393,26.01199,18.62,107.55999,126.47711,3.1721,67.5,NSDQ,2,
CALUMET SPECLTY,CLMT,-94.26,-.43,-34.78,-2.94,0,455.56,-654.55,-155.3,-.61001,-.61,20140601,.13,0,-67.65,.45,246.15,-96.33,-176.36,26.55,-6.58,.11,.57,.09,.48,.35,.28,20131231,-.59,12.5,33.15,24.61,55.97,.86,-5.32,-6.64,-2.97,12.95,6.84,334480.41,2037.23,29.39,31.67,0,0,2.88,12.5,-.63,166,25,.02,0,0,75,0,69.32,60.206,567.40002,263.29998,502.1,1.93889,8.4327,17.186,.45,0,2.7,11.96,9.13,419.89999,974.40002,1301.07495,,1.95,.81,.28619,1110.40002,36.59999,16.41,1026.19995,5236.33593,13.98,9.32,5421.4,-2.5,.37,2.1,12.91,12.79,2.46,65.31,,31.59,.76884,2.3,1.09,6.11429,-.93,5011.3999,234.39999,100.69999,-146.19297,-176.36,-98.2985,157.8,3.5,3.9,679.07556,4.71899,-102.68,NSDQ,3,
CLEAN EGY FUELS,CLNE,104.3,0,0,0,0,2.86,13.89,4.49,-.31001,-.31,20140601,-.69,0,0,-1.27,-84.54,31.68,-51.69,18.75,,-.36,-.32,-.08,-.29,0,-.64,20131231,-1.17,27.27,13.79,8.37,24.54,1.78,-2.61,-8.58,-1.92,-24.69,-26.13,896322.69,871.63,9.7,11.06,0,,3.23,36.36,0,233,21,0,0,0,36.36,0,89.86,55.173,33.81999,79.75,120.09999,.29714,6.64909,4.38339,-26.53,-.19,0,,0,168.30999,521.09002,102.28299,,4.22,4.06,3.39317,597.01,0,5.53,518.53002,396.194,5.5,0,352.48,-21.49,2.39,1.76,,,,,,29.57,-.0511,-.92,-8.84,-7.18031,-8.94,224.75999,11.19999,-33.92,-25.22365,-51.69,33.86666,-19.563,-66.96,-63.20001,290.54409,-6.04231,153.97,NSDQ,3,
CLEARONE INC,CLRO,,0,0,0,,11.76,-20,21.35,.07999,.08,20140301,.59,0,0,.65,10.17,47.5,-81.54,,-5.26,.16,.18,,.21,,.58,20131231,.58,100,12.03,7.86,37.17,.71,-2.39,-4.37,-3.09,7.3,5.07,9019.8,87.15,9.41,12.5,0,,1,0,0,91,6,0,0,0,0,0,9.26,0,12.27,9.36999,8.64,.6223,1.6467,7.77549,10.51,.1,0,,0,7.17999,48.06,12.97999,,4.4,4.14,3.05787,0,0,6.84,70.33,51.93,7.92,0,49.59,7.65,1.71,1.19,12.4,13.07,,14.48,16.22,8.03,,.72,7.65,9.36909,6.54,19.72999,9.06999,7.76,,-81.54,-80.5931,6.81899,5.17,7.76,87.146,7.315,138.46,NSDQ,1,
COLLABRX INC,CLRX,,0,0,0,,,,,-.51,-.51,20131201,-2.14,0,0,-1.58,10.23,20.45,15.33,,,-.49,-.39,,-.44,,-1.76,20140331,-1.72,100,4.55,1.4,.95,1.35,-9.49,-25.13,-55.03,-62.37,-64.34,41714.2,2.88,1.43,10,0,,2,0,0,72,7,0,0,0,0,0,2.01,14.61999,0,.14,.36,.1201,,3.7014,-529.53,-5.09,0,,0,1.87999,2.29999,.10999,,6.39,6.39,5.99999,.5,0,62.5,2.92,.62999,1.46,0,.65,-84.54,4.38,.98,,,,,,-59.44,,-.82,-75.39,-43.90801,-63.6,.15,-3.3,-3.54,,15.33,15.56122,-3.22001,-3.31,-3.54,2.87716,-37.383,90.7,NSDQ,1,
CELSION CORP,CLSN,81.25,0,0,0,,-65,-14.29,-17.08,-.32,-.32,20140601,-1.34,0,0,-1.2,10.45,60.82,-38.66,,,-.28,-.26,,-.32,,-.59,20131231,-1.1,100,6.12,3.01,6.58,1.76,-5.59,5.25,2.88,-17.48,-20.38,183394.2,63.97,3.21,8,0,,1,0,0,12,65,0,0,0,0,0,19.93,10.109,0,.15999,4.67,.01006,,12.5,-3380.8,-16.5,0,,0,0,43.75999,.2,,10.08,9.37,9.33618,5,0,,31.52,.5,2.36,0,.5,-54.93,127.94,1.36,,,,,,,,-1.18,-45.4,-474.54401,-37.61,0,-7,-7.34001,38.08481,-38.66,68.93825,-13.17001,-8.25,-8.25,63.97209,-142.31301,100,NSDQ,1,
TOWN SPORTS INT,CLUB,433.34,-271.43,-121.43,-107.9,0,-50,-700,-190,-.02,-.02,20140601,.52,-38.46,0,-.21,-139.74,-25.71,-119.33,11,24.94,0,-.09,-.07,-.06,-.17,.5,20131231,.03,25,14.76,4.07,.19,1.92,-11.09,-38.12,-33.6,-72.29,-73.31,341477.34,99.29,4.09,6.5,0,0,2.75,0,0,64,24,0,0,0,75,0,24.28,,.46999,3.7,77.80999,1.1244,373.53698,124.76,.31,.03,.15999,,.79,33.77,105.63999,115.05,-5.64,1.29,1.35,1.30407,311.64999,0,-1.83,-43.51,458.54299,-2.27,15.65,470.23,,.21,,1.54,,,,136.33,-.31,-.10073,-.01,.56,3.37529,.35,179.67999,93.54,42.29999,-62.92217,-119.33,3.01003,64.07099,12.31999,19.69,33.09764,2.0418,-96.3,NSDQ,3,
CLOVIS ONCOLOGY,CLVS,91.26,0,0,15.51,,-4.6,-10.75,-11.49,-1.03,-1.03,20140601,-2.95,0,0,-3.98,-34.92,-3.15,-54.71,,,-.93,-.94,-.08,-1.12,-.16,-2.76,20131231,-3.54,100,88.97,36.24,8.8,2.18,12.15,6.38,-31,-32.17,-40.77,573085.25,1386.32,40.88,85.67,0,,1,0,0,12,6,0,0,0,0,0,33.91,0,0,0,20.95,,,,,,0,,0,319.32,328.58999,,,12.81,15.68,15.68448,0,0,,497.88,13.708,13.94,0,,-26.21,,2.93,,,,,,,-.04759,-3.99,-23.72,-144.22201,-21.05,0,-84.23001,-84.48001,-40.94718,-54.71,-14.26061,-84.282,-84.53,-84.48001,346.58062,-120.726,138.24,NSDQ,3,
COLUMBUS MCKINN,CMCO,125,-4.49,-10.57,-2.16,,0,-20.93,-2.72,.34,.34,20140601,1.54,-13.1,0,1.74,12.66,14.93,-60.8,,41.94,.43,.43,.02,.37,.02,1.57,20140331,1.53,66.67,30.3,21.4,33.93,2.09,5.03,-9.32,-8.85,-10.02,-13.12,76820.65,486.28,24.42,30.33,0,0,1.67,0,28.57,127,1,-.67,0,0,33.33,0,19.91,33.407,97.56999,93.22,89.29,.99836,3.92659,7.177,5.2,.05,0,,.02,140.13999,326.54998,148.89999,.5,4.18,2.56,1.52043,150.69999,0,-2.34,291.27999,616.5,15.06,.66,583.29,10.93,.83,1.62,10.69,10.81,,14.07,15.96,4.64,.02852,2.26,7.1,6.00799,5.19,402.23999,70.45999,56.20999,-61.14617,-60.8,-61.14447,45.081,30.42,42.72,243.13772,3.99839,118.06,NSDQ,2,
COMCAST CORP  A,CMCSA,95.22,-.31,.91,.37,0,6.25,4.17,3.95,.75,.75,20140601,2.47,.23,.43,2.94,19.12,27.98,10.38,11.79,21.14,.72,.71,.03,.78,.03,2.51,20131231,2.74,84.21,55.41,41.44,86.33,1.24,-.43,-1.57,6.34,2.95,-1.87,12886248,138463.45,53.5,61.93,0,0,1.32,0,-1.22,147,3,.11,0,0,15.79,0,2588.1,46.04299,0,6376,18912,.42704,,11.10099,10.77,.11,.77999,30.39999,1.79,103791,14075,16873.37109,.83,.74,.74,.40709,44567,0,3.34,51058,68997.74218,20.13,1.68,64657,14.14,2.06,2.66,6.14,16.3,1.54,18.18,19.53,17.79,.01331,3.28,7.51,5.30889,4.6,38254,29809,13689,12.99875,10.38,9.88231,22712,6816,11115,10651.03515,3.31739,109.87,NSDQ,12,
COMCAST CLA SPL,CMCSK,92,,1.04,0,0,6.25,2.74,1.95,.75,.75,20140601,2.47,,0,2.92,18.22,27.98,10.38,17.96,21.14,.73,.69,,,,2.52,20131231,2.74,100,55.05,40.02,87.96,1.18,-.43,-1.48,7.12,6.74,2.07,1914723.25,137790.56,53.24,70,0,0,1,0,0,147,2,0,0,0,0,0,2588.1,46.04299,0,6376,18912,.42704,,11.10099,10.77,.11,.77999,30.39999,1.86,103791,14075,,.83,.74,.74,.40709,44567,0,3.34,51058,,20.13,1.69,64657,14.14,2.05,2.64,6.11,16.23,1.02,18.23,19.43,17.79,,3.28,7.51,5.30889,4.6,38254,29809,13689,12.99875,10.38,9.88231,22712,6816,11115,137790.5625,3.31739,106.15,NSDQ,1,
CME GROUP INC,CME,102.74,-6.38,-3.52,-2.54,-6.71,0,-3.75,-1.37,.76999,.77,20140601,3.05,-4.35,-2.86,3.21,5.39,.66,3.07,10.01,5.18,.8,.79,.04,.8,.04,3.09,20131231,2.99,58.33,84.64,66.95,36.18,1.1,-.8,4.59,5.57,-6.51,-9.67,1483162.25,24630.27,73.35,77.43,0,-1.27,2,0,0,,,0,0,0,41.67,0,335.79,8.9404,0,302.70001,23311,.05596,,8.9965,34.34,.33,1.79999,21.773,2.26,27485.5,24405.5996,747.10797,.1,1.07,1.05,1.03397,2107.19995,0,.74,21160.5,3024.23999,63.92,2.56,2936.3,4.65,8.46,1.15,19.55,19.64,2.28,22.82,24.53,1.38,.02727,3.74,4.24,4.4861,1.92,518.90002,1990.5,1752.40002,16.44136,3.07,8.98136,1258.19995,976.79998,1601,2239.11523,2.6168,105.48,NSDQ,9,
