Company Name,Ticker,% Ratio of Q1/Q0,% Change F1 Est. (4 weeks),Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Reported Qtr ,Last Yr's EPS (F0) Before NRI,Last Reported Fiscal Yr ,12 Mo Trailing EPS,Earnings ESP (Expected Surprise Prediction),% Change Q2 Est. (4 weeks),% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),% Change EPS (F(-1)/F(-2)),Long-Term Growth Consensus Est.,5 Yr. Hist. EPS Growth,Q0 Consensus Est. (last completed fiscal Qtr),Q2 Consensus Est. (next fiscal Qtr),Q1 Consensus Est. ,F0 Consensus Est.,F1 Consensus Est.,F2 Consensus Est.,Average Target Price,% Rating Upgrades ,% Rating Strong Buy or Buy,% Price Change (YTD),% Price Change (12 Weeks),% Price Change (4 Weeks),% Price Change (1 Week),Beta,Price as a % of 52 Wk H-L Range,52 Week High,52 Week Low,Last Close,Avg Volume,Market Cap ,Relative Price Change,# of Brokers in Rating,# Rating Strong Buy or Buy,% Rating Strong Sell or Sell,% Rating Change - 4 Weeks,Industry Rank (of ABR),Rank in Industry (of ABR),Change in Avg Rec ,# Rating Upgrades,# Rating Downgrades ,% Rating Hold,% Rating Downgrades ,# Rating Strong Sell or Sell,# Rating Hold,Shares Outstanding ,% Ratio of Q1/prior Yr Q1 Actual Q(-3),% Change Q0 Est. (4 weeks),Long Term Debt ,Current Liabilities ,Current Assets ,Intangibles,Inventory ,Receivables ,Asset Utilization,Inventory Turnover,Operating Margin 12 Mo,Turnover,Net Margin,Preferred Equity,Common Equity,Book Value,% Change Q1 Est. (4 weeks),Current ROI (TTM),Current ROE (TTM),ROI (5 Yr Avg),Current Avg Broker Rec,Cash Ratio,Quick Ratio,Current Ratio,Debt/Equity Ratio,Debt/Total Capital,Dividend ,5 Yr Hist. Div. Growth %,Current ROA (TTM),Price/Sales,Price/Book,Price/Cash Flow,PEG Ratio,P/E (F2),P/E (F1),P/E (Trailing 12 Months),Q(1) Consensus Sales Est. (Mil.),F(1) Consensus Sales Est. (Mil.),5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),ROA (5 Yr Avg),Market Value/# Analysts,5 Yr Div. Yield %,Div. Yield %,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,Pretax Income ,EBIT ,EBITDA ,Cost of Goods Sold,Annual Sales,
GOOGLE INC-CL A,GOOGL,105.02,-.04,-1.36,-.93,-.64,5.09,5.09,20140601,18.21,20131231,19.75,-3.36,.03,-.25,0,20.97,7.05,13.61,18.3,14.52,5.16,6.31,5.35,18.15,22.03,26.38,667,0,89.66,5.77,5.13,-.96,2.68,1.17,90.68,610.09,423.45,592.7,1514894.25,400896.38,-.85,29,26,0,0,49,8,-.01,0,0,10.34,0,0,3,676.39,122.32,1.48,2236,15908,72886,17558,426,9390,.55602,85.521,21.37,7.0253,.22,0,87309,141.66,-.22,14.63,15.08,17.84499,1.28,3.96467,4.55,4.56,.03,3.2653,0,,11.88,6.35,4.18,24.56,1.47,22.47,26.91,30.01,13219.2832,53094.83984,27.81,19.23,14.91399,25056.02343,0,0,16.3763,13.61,20.33156,16277,12920,14496,14496,18435,25858,59825,
GOLD RESOURCE,GORO,107.14,0,-6.67,160,,.14,.14,20140601,0,20131231,.16,,5.88,0,,,-100,-59.17,,,.15,.18,.15,.1,.6,.8,10,0,100,34.44,38.72,21.32,.16,1.39,46.56,9.04,3.52,6.09,929450.19,329.95,26.02,1,1,0,0,128,7,0,0,0,0,0,0,0,54.18,-500,0,2.38,11.40999,45.04,.21999,7.46,8.78999,1.2022,8.81729,7.4,13.392,0,0,75.26999,1.64,0,10.72,11,-19.129,1,2.52322,3.29,3.09,.02,1.809,.47999,-17.755,8.9,2.71,3.71,120.76,,7.61,10.15,38.06,33.9,118.44999,19.96,-4.56,-19.45801,329.95001,2.18,1.97,-100.65484,-59.17,-99.7624,2.71199,.07999,8.97,8.97,11.59,67.51999,125.78,
GOVT PPTYS INCM,GOV,103.57,4.06,1.82,-1.85,-.49,.56,.56,20140601,2.12,20131231,2.12,6.9,5.56,5.15,-15.75,5.9,0,-31.43,1.68,3.59,.55,.57,.58,2.12,2.24,2.3,22.33,0,0,-4.43,-5.34,-4.27,1.8,.93,25.47,26.12,22.94,23.75,1825467.38,1299.89,-10.41,4,0,75,4.34,183,116,0,0,0,25,0,3,1,54.73,113.73,0,507,113.94,42.7,0,0,33.34999,.14431,,22.12,7.24079,.24,0,989.66998,17.78,7.41,3.38,5.31,4.23169,4.07,.08206,.37,1.9,.76,43.04199,1.72,1.7847,3.19,5.49,1.34,11.33,6.28,10.35,10.58,11.2,64.27999,243.6,29.18,7.5,4.02159,324.97125,6.32,7.24,-26.84376,-31.43,9.32746,114.749,54.61999,55.29999,72.12999,131.36999,42.81999,226.91,
GEOVAX LABS INC,GOVX,,-9.09,33.33,0,40.83,-.02,-.02,20140301,-.11,20131231,-.09,,0,0,,-9.09,8.33,-10.23,,,-.03,-.03,-.03,-.11,-.12,-.09,1,0,100,-57.14,-20,-3.23,3.45,1.67,5.8,.89,.2,.24,31806.8,5.99,-59.83,1,1,0,0,12,64,0,0,0,0,0,0,0,24.97,150,0,0,.31,2.69,0,0,.14,.71508,,-154.88,37.9,-.94,1.30999,1.21,.01,0,-125.9,-238.98,-128.14301,1,8.2258,8.68,6.09,0,0,0,,-110.76,3.95,17.12,,,,,,.18,.69999,-18.53,-9,-100.307,5.9923,0,0,-4.85253,-10.23,-7.04225,-2.215,-2.28,-2.28,-2.28,-2.21001,0,2.42,
GENUINE PARTS,GPC,96.48,.41,2.4,.99,.26,1.27999,1.28,20140601,4.4,20131231,4.39,-.81,.57,.84,-16.22,4.55,8.91,-2.09,6.25,14.8,1.25,1.06,1.24,4.14,4.6,4.96,93.5,0,11.11,3.55,.88,-1.42,2.44,.75,75.83,89.05,77.01,86.14,601717.63,13231.45,-2.93,9,1,0,0,56,8,0,0,0,88.89,0,0,8,153.6,110.27,0,500,3183.04003,5221.49023,1289.34997,2946.02001,1664.81005,1.8502,3.5025,4.61,8.2304,.05,0,3358.76,23.03,-.08,17.87,20.19,16.96199,2.78,.19184,.71,1.57,.14,12.38399,2.15,8.6506,8.53,.9,3.74,16.24,3,17.38,18.73,19.62,3937.65698,15176.07226,8.33,8.18,9.15439,1653.93115,3.27,2.67,8.02863,-2.09,5.69564,818.90899,684.95001,1044.30004,1071.27001,1205.21997,9857.91992,14077.84,
GRUPO FIN INBRS,GPFOY,,16.23,,,,,,,,20131231,,,20,12.5,,29.71,,,,,.2,.27,.27,.69,.89,.98,2.32,0,33.33,11.61,14.4,5.06,0,1.75,91.41,16.07,10.25,15.57,211.25,20761.13,4.63,3,1,33.33,0,189,28,0,0,0,33.33,0,1,1,1333.41,,8.11,,,,,,,,,,,,,,,45.95,,,,3,,,,,,.67904,39.87799,,,,,,15.97,17.4,,,1877.41003,,,,10380.56542,1.74,4.37,,,,,,,,,,,
GROUP 1 AUTO,GPI,100.56,-2.32,-9.82,12.26,-3.89,1.47,1.47,20140601,4.96,20131231,4.94,-.68,.6,0,-4.91,11.59,9.49,-6.57,15.4,27.83,1.63,1.35,1.48,4.95,5.53,6.35,84,0,50,11.17,-.74,-3.63,3.83,1.47,68.95,87.34,60.32,78.95,400514.91,1911.46,4.21,6,3,16.67,0,234,5,0,0,0,33.33,0,1,2,24.21,123.19,0,663.67999,1865.17004,1967.93005,1038.80004,1542.31005,360.20999,2.4992,5.4052,1.39,28.097,.01,0,1064.26,40.89,-.52,7.49,12.62,6.46449,2.38,.03506,.23,1.12,.95,48.66799,.64999,15.913,3.47,.2,1.93,10.66,.93,12.43,14.26,15.98,2578.23291,9930.16992,17.68,19.29,3.3234,318.57632,.75,.86,22.99264,-6.57,13.76247,180.445,113.98999,191.88999,272.51998,322.23001,7626.02978,8918.58,
GRAPHIC PKG HLD,GPK,97.5,6.06,17.65,0,19.99,.2,.2,20140601,.52,20131231,.62,-5,0,4.26,0,34.62,36.84,-28.04,21.5,59.24,.17,.17,.19,.44,.7,.8,13.7,0,100,30.31,18.69,7.94,3.65,1.7,100,12.51,8.06,12.51,4300382.5,4090.07,22.16,4,4,0,0,109,2,0,0,0,0,0,0,0,326.94,162.5,0,2176.19995,711.20001,1232.19995,1592.40002,557.09997,412.79998,.96946,6.5489,4.79,9.47729,.03,0,1062.30004,3.25,.86,6.5,19.66,3.22639,1,.36881,.95,2.08,2.11,67.887,0,,4.64,.92,3.85,8.72,.83,15.74,17.87,20.18,1135.03295,4405.66699,2.24,3.25,2.3454,1022.51751,0,0,4.70419,-28.04,19.57586,465.79998,146.6,212.6,314.5,598.90002,3752.5,4478.1,
GLOBAL PAYMENTS,GPN,105.1,.5,1.87,1.05,3.55,1.09,1.09,20140501,4.12,20140531,4.12,0,1.23,-.04,-1.2,11.8,12.88,13.49,11.5,14.21,1.07,1.18,1.15,4.1,4.61,5.1,74.57,0,30,10.09,3.7,-2.01,2.98,1.08,90.88,73.95,47.65,71.55,770772.19,4878.64,3.2,20,6,10,.8,,,0,0,0,60,0,2,12,68.18,114.56,0,1376,1211.60998,1643.43994,1872.44995,6.63,215.38,.68316,129.158,11.73,13.144,.1,0,1132.79003,15.77,-.11,12.77,24.79,14.31799,2.57,1.17317,1.35,1.36,1.21,54.847,.07999,0,8.01,1.91,4.54,10.81,1.35,14.03,15.53,17.37,676.14801,2731.52294,10.98,7.5,9.31369,304.91482,.17,.11,29.96574,13.49,13.4925,475.436,245.27999,377.35,419.16,541.21997,952.21997,2554.24,
GULFPORT ENGY,GPOR,271.43,-18.51,-58.82,0,-30.84,.07,.07,20140601,.43,20131231,.46,0,-20.74,-14.78,0,67.44,-63.87,86.32,40,-9.3,.17,.22,.19,.57,.72,1.16,76.08,0,75,-10.33,-10.17,-3.36,-1.19,2.06,18.93,75.19,52.27,56.61,2025181.25,4836.02,-15.94,20,15,0,7.88,51,38,-.1,0,0,25,0,0,5,85.43,135.71,-15.56,310.39001,203.94,531.09997,0,0,61.43999,.13704,,10.37,4.4345,.58,0,2050.22998,25.62,-13.64,1.66,1.92,16.211,1.6,2.30293,2.6,.62,.16,13.60299,0,,1.42,13.07,2.21,30.59,1.97,48.91,78.63,123.07,161.28799,606.82702,33.31,5.55,12.651,345.43014,0,0,122.15753,86.32,124.06025,155.608,153.19,251.32,268.80999,389.70999,53.63,262.75,
GREEN PLAINS,GPRE,108.94,11.6,-20.39,46.48,42.83,.81999,.82,20140601,1.26,20131231,2.79,0,93.75,27.8,2.74,201.59,368.09,172.29,9.38,-18.29,1.03,1.03,.89,.97,3.8,3.61,47.86,0,80,122.81,53.67,14.6,2.2,1.46,100,43.18,14.15,43.18,1368135.25,1615.19,108.86,5,4,0,4,154,5,.1,0,0,20,0,0,1,37.41,319.05,0,480.73999,409.19,633.29998,40.86999,158.32,106.8,2.01049,18.672,3.63,29.17799,.01,0,545.34997,18.91,16.52,10.56,18.63,3.7016,1.6,.89977,1.16,2.01,.65,39.504,.07999,,7.29,.53,2.28,13.27,1.21,11.95,11.36,15.48,841.85699,3438.05908,22.65,-12.54,2.7625,403.79776,.12,.37,210.95613,172.29,268.64907,99.21099,43.38999,72.27999,105.62999,161.44999,2867.98999,3041.01,
GEOPARK LTD,GPRK,,0,-33.33,-13.33,,.1,.1,20140301,.47,20131231,.42,,0,0,,169.15,-12.96,,,,.19,.2,.21,,1.26,1.87,12.75,0,100,,14.81,7.82,7.16,,89.23,10.9,8.3,10.62,24977.9,614.52,,2,2,0,0,51,7,0,0,0,0,0,0,0,57.86,525,0,290.45001,125.48999,214.61999,0,8.11999,42.61999,.37856,31.106,6.67,7.722,.1,0,365.95001,10.82,0,3.23,5.83,,1,1.30592,1.65,1.85,,42.82899,0,,2.52,1.84,.98,5.01,,5.68,8.4,25.29,118,451,,3.98,,307.25799,,0,,,89.42515,92.21199,34.93,50.08,50.08,120.27999,179.63999,338.35,
GOPRO INC-A,GPRO,-2.08,,-100,,,-.24,-.24,20140601,.47,20131231,,,,,,-3.19,,,33.2,,-.12,.44,0,,.46,.7,49.8,0,37.5,,,.65,9.56,,60.19,48.8,31.34,41.85,5037254.5,5153.43,,8,3,0,-50,174,6,0,0,0,62.5,0,0,5,123.14,,,,,,,,,,,,,.06,,,.57,,,,,2.25,,,1.41,.88,46.72399,0,,,,73.47,,2.77,59.5,91.98,,261.75299,1241.79296,,,,1288.35827,,0,,,,,60.57799,,,,,985.74,
GAP INC,GPS,,.56,1.75,3.03,1.55,.57999,.58,20140401,2.74,20140131,2.62,0,-.22,.7,0,7.65,17.6,-2.27,12.31,14.41,.69,.85,.84,2.73,2.95,3.34,45.65,0,37.5,7.57,2.19,6.62,-.59,1.34,74.21,43.91,36.66,42.04,3326509.5,18528.04,.84,24,9,0,1.32,134,25,-.03,0,0,62.5,0,0,15,440.72,130.76,4.85,1369,2445,4430,0,1928,0,2.0727,4.90019,7.45,,.08,0,3062,6.79,-.59,27.21,38.59,24.586,2.25,1.02331,1.02,1.96,,31.07799,.89999,19.621,15.45,1.14,6.19,10.74,1.16,12.59,14.25,16.05,4159.33984,16729.55468,3.29,3.18,14.41499,975.15997,1.88,2.09,,-2.27,12.77533,1750,1280,2093,2154,2624,9855,16148,
GRAMERCY PROPRT,GPT,150,5,20,0,,.05999,.06,20140601,.09,20131231,.2,11.11,0,-1.01,,250,102.96,-76.72,,,.05,.1,.09,6.7,.31,.49,7,0,100,6.78,10.63,2.16,-.32,1.28,95.13,6.25,3.99,6.14,921563.69,722.16,.1,4,4,0,0,183,1,0,0,0,0,0,0,0,117.61,225,0,122.18,56.59,58.24,40.95999,0,14.72999,.11099,,90.57,3.2585,6.79,85.23,181.24,3.93,12.5,11.39,25.25,-7.56371,1,.76886,1.03,7.66,.93,44.00999,0,,10.05,10.72,1.56,,,12.53,19.49,30.7,,,-48.21,54,-4.3113,361.078,.17,2.28,-105.64361,-76.72,324.33251,-10.10201,384.82,-1.77,-.04,-1.97001,22.27,56.7,
GP STRATEGIES,GPX,75.83,9.83,37.93,-24.14,7.2,.4,.4,20140601,1.23,20131231,1.32,-3.33,.94,1.55,0,5.96,4.24,15.66,12.5,26.78,.29,.36,.3,1.18,1.3,1.53,32,0,100,-14.97,4.37,8.2,-1.52,1.29,29.84,30.62,23.08,25.33,71286.55,485.35,-20.29,3,3,0,0,170,1,0,0,0,0,0,0,0,19.16,94.79,0,0,77.8,136.52999,132.11,0,94.66,1.66019,,5.32,4.99709,.05,0,193.02,10.84,-6.19,13.12,13.12,11.383,1,.53817,1.75,1.64,0,0,0,,8.83,1,2.34,14.98,1.55,16.59,19.43,19.19,124.03399,504.00698,19.6,8.74,7.81879,161.78266,0,0,-.3487,15.66,4.71781,32.366,23.75,38.47999,38.84,47.45,360.42001,436.69,
GRACE (WR) NEW,GRA,92.42,-3.02,6.09,8.45,5.65,1.22,1.22,20140601,4.39,20131231,4.15,0,.41,.85,0,.96,5.28,186.55,12,20.71,1.15,1.35,1.13,4.08,4.43,5.51,112.33,0,83.33,-.41,6.09,1.3,4.58,1.63,77.34,104,79.55,98.46,717138.44,7512.3,-6.65,6,5,0,6.25,154,5,-.1,0,0,16.67,0,0,1,76.3,105.37,0,29.6,635.59997,2294.3999,773,295.29998,481.79998,.67435,6.17,10.29,6.22889,.08,0,571.20001,7.48,-14.26,30.5,55.4,141.06799,1.5,2.38719,3.15,1.15,1.6,61.609,0,,6.94,2.4,13.16,16.32,1.85,17.88,22.22,23.73,848.16302,3297.15991,3.26,-3,5.70009,1502.4602,0,0,169.45413,186.55,540.25,463.893,256.1,360.6,404.39999,527.5,1918.59997,3060.7,
GRANA Y MONTERO,GRAM,178.57,-1.99,-39.13,10,,.14,.14,20140601,.96,20131231,.95,,0,.28,,2.78,,,,,.23,.3,.25,.92,.99,1.19,20.97,0,66.67,-20.82,.24,-7.99,2.5,,11.89,22.07,16.1,16.81,152295.55,2219.1,-25.77,3,2,0,0,110,15,0,0,0,33.33,0,0,1,132.01,104.17,-8,127.66999,899.21997,1500.16003,187.03999,658.04998,429.64999,.95177,2.8866,5.22,5.57849,.07,0,1204.31005,8.85,0,9.19,10.14,,1.5,.45868,.94,1.43,.1,8.9888,0,,4.96,.98,1.9,10.49,,14.13,17.04,17.69,,2553.41699,,,,739.70166,,1.72,,,,211.47099,155.14999,223.86999,223.86999,323.83999,1869.43005,2081.34,
GORMAN RUPP CO,GRC,118.63,-3.95,-17.07,35.71,8.86,.34,.34,20140601,1.25,20131231,1.33,0,2,-.99,20,16.8,9.27,33.7,12,13.44,.41,.34,.4,1.23,1.46,1.67,34,0,33.33,-5.86,.1,-6.26,3.21,1.18,33,39.18,27.67,31.47,74915.05,826.18,-11.75,3,1,0,0,146,24,0,0,0,66.67,0,0,2,26.25,126.04,0,0,60.75999,189.27999,31.5,89.94,59.36999,1.1423,3.58439,8.39,6.0759,.08,0,264.14001,10.6,0,12.97,12.97,12.86299,2.33,.65783,1.63,2.7,0,0,.312,6.6514,9.58,2,2.97,17.84,1.8,18.81,21.56,23.66,115.122,444.263,10.45,4.25,9.17759,275.39401,1.32,1.14,43.98654,33.7,6.73758,46.30199,30.1,44.27,44.27,57.84999,298.01,391.67,
GUARDIAN 8 HLDG,GRDH,,0,-50,,,-.03,-.03,20140301,-.11,20131231,-.12,,0,0,,9.09,,,,,-.03,-.02,-.02,-.08,-.1,-.06,.9,0,100,-21.46,-4.02,2.11,-4.02,-.26,37.22,.8,.29,.4799,10938.25,18.72,-26.37,1,1,0,0,120,2,0,0,0,0,0,0,0,39.01,100,0,,,,,,,,,-8854.17,,,,,,0,,,,1,,,,,,0,,,389.98,,,,,,,.28,.85,,,,18.71899,0,0,,,,,,,,,,.04,
GRIFOLS SA-ADR,GRFS,150,-5.41,-27.27,-12.5,,.4,.4,20140601,1.34,20131231,1.51,,-2.9,-4.4,0,82.84,16.52,32.43,15.74,,.55,.67,.6,1.63,2.45,2.75,49.5,0,100,-.08,-12.32,-11.87,1.6,.92,41.39,46.44,28.78,36.09,774866.56,9434.87,-6.34,4,4,0,3.57,10,77,0,0,0,0,0,0,0,261.43,181.82,-8.33,3391.42993,950.11999,2842.1101,3686.79003,1257.78002,560.59997,.45535,1.45009,13.07,5.39209,.12,0,2798.98999,11.74,0,7.3,18.16,,1.13,1.07747,1.67,3.03,1.68,62.673,.21665,,5.95,2.36,3.07,14.98,.94,13.12,14.73,23.9,1162.72998,4606.29492,,8.04,,3144.95507,.21,.55,40.52706,32.43,38.33576,629.635,454.35,660.86999,979.65002,1150.29003,1758.5,3641.84,
GREENHUNTER EGY,GRH,38.46,-78.38,-333.33,-33.33,,-.13,-.13,20140601,-.12,20131231,,0,-700,21.43,,-83.33,60,82.63,,,-.03,-.04,-.05,-.35,-.22,.09,3,0,100,66.38,96.94,-26.05,-13.06,2.41,44.16,3.23,.9,1.93,969018.88,65.21,55.97,3,3,0,0,102,1,0,0,0,0,0,0,0,33.79,100,-60,7.98,20.59,10.89999,0,.07999,7.80999,.68079,30.878,-21.89,4.8769,-.39,40.38,-22.03001,-.72,-900,-26.19,,-30.18001,1,.14618,.53,.71,-.28,30.656,0,,-14.9,2.13,,,,22.71,,,8.90999,35.44499,,50.78,-14.14201,32.60549,0,0,84.2006,82.63,43.60432,-1.75101,-9.92001,-2.47001,-1.46001,5.42,18.71999,25.74,
GARMIN LTD,GRMN,70.59,13.24,36,25,25.15,1.01999,1.02,20140601,2.62,20131231,3.02,0,6.3,6.57,-10.34,17.9,-5.07,22.84,8.68,-4.57,.75,.8,.72,2.47,3.09,3.14,58.5,0,30,21.24,-2.42,-.62,.41,1.15,76.2,61.69,37.78,56,1517225.63,10908.02,13.65,10,3,20,0,57,13,0,0,0,50,0,2,5,194.79,104.35,-.15,0,905.29998,2595.62988,219.49,382.22,564.58001,.5764,2.9727,21.48,5.62809,.23,0,3659.69995,17.87,8.68,16.44,16.44,18.988,2.9,1.8213,2.44,2.58,0,0,1.79999,17.673,12.38,3.95,3.13,18.44,2.09,17.86,18.13,18.54,678.51202,2812.42993,-1.99,-3.09,14.244,1212.00183,4.08,3.43,18.07218,22.84,12.90743,592.932,612.40997,653.54998,653.54998,732.34997,1224.55004,2631.85,
GRANITE RE INV,GRP.U,91.03,-1.03,1.3,4.11,1.71,.77999,.78,20140601,2.74,20131231,2.99,0,,-.48,,5.25,,-71.35,,,.77,,.71,2.74,2.88,3.08,40.3,0,100,4.55,2.01,.87,1.19,1.18,88.25,38.87,32.74,38.15,4939.3,1793.58,-1.99,2,2,0,25,183,21,0,0,0,0,0,0,0,47.01,95.05,0,489.51,103.73999,101.66999,0,0,3.31999,.08679,,24.55,35.16099,.77,0,1628.56005,33.18,,2.42,3.05,4.49389,1.5,.94804,.98,.95,,22.933,2.04859,49.75299,2.13,9.08,1.15,13.69,,12.39,13.22,12.76,,197.1,-14.73,3.81,4.1371,896.79199,4.5,5.39,-57.47806,-71.35,97.71611,130.792,141.11,110.66999,110.66999,110.66999,5.40999,183.29,
GROUPON INC,GRPN,155.56,-32.81,50,42.86,-226.79,-.02,-.02,20140601,-.14,20131231,-.18,-33.33,-31.25,-102.5,0,32.54,-600,-51.09,26.6,,-.04,.02,-.03,-.03,-.09,0,8.31,0,36.84,-47.73,-2.23,-1.76,2.16,.69,11.22,12.64,5.33,6.15,20289754,4180.74,-51,19,7,5.26,2.48,108,16,-.03,0,0,57.89,0,1,11,679.79,,0,0,1187.77001,1562.48999,249.27,0,83.66999,1.36629,,-4.36,26.752,-.04,0,711.67999,1.08,-100,-16.3,-16.3,-2174.67505,2.37,1.24503,1.32,1.02,0,0,0,,-5.96,1.46,5.72,,,,,,746.42498,3177.33691,55.77,10.25,-43.43501,464.5267,0,0,-116.503,-51.09,-74.16469,-5.95301,-95.39,-18.9,-18.9,70.54,1072.11999,2573.66,
GRASIM INDS-GDR,GRSXY,,-10.38,,,,1.23,1.23,20140301,3.75,20140331,3.7,,,-8.48,,5.87,-30.81,-31.89,,,,,,3.86,3.97,5.29,,0,100,31.16,50.02,-.58,-.58,.43,98.28,58.85,39,58.5085,.85,5372.72,22.95,1,1,0,0,83,2,0,0,0,0,0,0,0,91.83,,,1224.16003,1661.06994,2329.79003,566.22998,688.28997,402.26998,.59236,4.335,7.12,11.942,.07,0,3616.80004,,,6.29,10.41,,1,,,,,,.34792,-15.356,4.64,1.13,1.48,7.38,,11.06,14.74,15.81,,5617.45019,,-6.17,,5372.71923,,.58,,-31.89,-30.85149,727.97802,344.083,951.52001,1011.15997,1241.53002,3046.32006,4817.6,
GLIMCHER REALTY,GRT,103.97,-.55,5.88,-5.88,0,.18,.18,20140601,.71,20131231,.71,0,0,-.71,10.18,5.23,22.41,-324.89,7.11,-12.96,.17,.23,.19,.69,.75,.8,12,0,44.44,19.12,2.67,2.11,2.48,1.55,92.86,11.35,8.55,11.15,1141193.75,1617.78,11.67,9,4,0,4.76,212,15,0,0,0,55.56,0,0,5,145.09,110.08,0,1846.56994,138,130.35,0,0,37.06,.14762,,-10.58,11.63,-.01,297.92001,353.45999,2.16,-.63,-1.69,-11.63,.01882,2.22,.67601,.94,.54,5.86,75.03299,.4,0,-1.56,4.16,5.15,13.6,2.1,13.96,14.92,15.7,99.54599,395.06298,6.84,17.11,.0298,231.11085,5.45,3.59,-266.05762,-324.89,-99.51925,118.91799,-4.15001,-5.18,75.15,193.82,127.04,381.82,
GRUBHUB INC,GRUB,150,16.22,-25,500,,.02999,.03,20140601,.12,20131231,,0,16.67,29.09,0,79.17,,,20,,.04,.07,.05,,.22,.35,40.67,0,100,,29.28,25.41,5.98,,73.04,45.21,30,41.11,481074.66,3239.51,,4,4,0,0,147,4,0,0,0,0,0,0,0,78.8,,0,0,92.58999,122.15,621.21997,0,29.29999,,,,,.05,.002,575.78802,8.65,28.57,,,,1.25,1.0028,1.32,2.46,0,0,0,,,,4.75,116.1,9.56,115.8,191.21,,57.136,240.977,,66.66,,1619.75451,,0,,,-14.79141,20.05699,6.73999,14.88,14.88,28.19,49.52999,137.14,
GOLDMAN SACHS,GS,79.8,.35,33.55,17.2,19.5,4.09999,4.1,20140601,15.46,20131231,15.6,,.06,0,0,8.23,9.41,-7.87,7.46,-1.45,3.07,5.39,3.27,15.21,16.73,17.36,180.5,0,13.33,-1.53,8.98,1.65,1.21,1.59,82.31,179.37,152.13,174.55,2388935,78054.58,-7.69,15,2,6.67,.14,158,23,0,0,0,80,0,1,12,447.18,113.6,0,160965,672075,549877,0,0,112775,.03762,,23.32,.3055,.24,7200,71267,161.97,0,3.24,11.07,3.33509,2.93,.65037,.82,.8,2.31,67.17099,2.04999,12.616,.88,2.3,1.08,8.45,1.4,10.05,10.43,11.19,7767.63183,34534.38671,-7.73,.13,.90918,6004.19824,1.2,1.26,2.45213,-7.87,7.55852,9362,8040,11737,11737,13059,2341,34206,
GREAT SOUTH BCP,GSBC,69.62,10,41.07,23.53,32.28,.79,.79,20140601,2.42,20131231,2.65,1.82,4.35,4.35,0,4.55,-24.38,2.25,9,49.72,.56,.56,.55,2.27,2.53,2.4,32.75,0,25,5.79,11.7,5.1,2.78,.96,88.28,32.96,26.22,32.17,14923.15,440.47,-.83,4,1,0,0,205,27,0,0,0,75,0,0,3,13.69,90.16,0,157.67999,3014.33007,2686.10009,4.57999,7.23,2450.92993,.05017,1.30439,19.86,.07363,.18,57.93999,322.75,24.95,1.85,6.91,11.26,5.59429,2.5,.07561,.89,.9,.36,23.481,.72,1.14719,1,2.36,1.29,5.54,1.41,13.4,12.72,12.14,43.958,177.46899,-4.56,-23.13,.77498,146.82398,3.05,2.49,-31.1453,2.25,-30.75976,79.37899,33.72,37.13,43.97999,89.62999,12.34,184.11,
GSI TECHNOLOGY,GSIT,,,37.5,-66.67,36.46,-.05001,-.05,20140601,-.22,20140331,-.29,,,,,,-257.14,-368.41,,-39.44,-.08,,,,,,,0,0,-25.6,-14.97,-23.88,-5.54,1.03,0,7.39,4.94,4.94,126925.8,135.61,-30.26,1,0,0,0,,,0,0,0,100,0,0,1,27.45,,,0,11.82999,102.5,0,8.18,8.22999,.38394,3.3048,-14.1,6.11679,-.11,0,128.36999,4.62,,-5.93,-5.93,6.89519,3,7.27726,7.97,9.89,0,0,0,,-5.41,2.46,1.07,,,,,,,,-4.61,-11.26,6.01639,,0,0,-247.2959,-368.41,-260.9375,-3.09401,-6.18,-5.47,-5.47,-2.65001,32.45999,58.58,
COMPRESSCO PTNR,GSJK,95.56,-15.91,-6.25,-3.33,10.35,.3,.3,20140601,1.1,20131231,1.25,0,-40.23,-23.81,,9.7,6.8,23.13,,,.32,.26,.29,1,1.21,1.31,31.33,0,100,26.56,8.47,-.08,8.7,1.13,59.42,29.97,18.93,25.49,634582.13,396.42,18.64,3,3,0,66.67,81,3,-2,0,0,0,0,0,0,15.55,110.26,0,29.95,16.89999,48.97,72.16,14.02,23.80999,.54976,4.64219,14.72,5.6545,.14,0,173.71,10.71,-28.33,9.06,10.71,7.85939,1,.65917,2.07,2.89,.23,18.52199,1.7,81.427,8.09,3.19,2.38,7.41,,19.51,21.12,20.39,75.43499,255.65199,,11.71,6.9435,132.13999,8.01,7.1,-.55052,23.13,7.53214,31.90699,17.55999,19.81999,20.28,34.61999,68.11,121.3,
